SALE TYPE,SOLD DATE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,Portland,OR,97229.0,594900.0,5.0,3.5,BONNY SLOPE / Haydon Highlands,3567.0,3049.0,2006.0,57.0,167.0,64.0,Active,,,RMLS,18360477,N,Y,45.54899618685774,-122.78179771314225
MLS Listing,,Single Family Residential,Portland,OR,97219.0,594900.0,3.0,1.0,MULTNOMAH,1832.0,18730.0,1922.0,161.0,325.0,,Active,,,RMLS,18357826,N,Y,45.491786624587455,-122.68216357541255
MLS Listing,,Single Family Residential,Portland,OR,97215.0,595000.0,3.0,1.0,RICHMOND / HAWTHORNE,2521.0,3049.0,1914.0,5.0,236.0,,Active,,,RMLS,18416765,N,Y,45.508042097973615,-122.6148142020264
MLS Listing,,Condo/Co-op,Portland,OR,97212.0,595000.0,3.0,2.5,IRVINGTON,1224.0,,2010.0,22.0,486.0,350.0,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18009034,N,Y,45.57176677493341,-122.61985572506659
MLS Listing,,Single Family Residential,Portland,OR,97219.0,595000.0,3.0,2.0,"Portland West, Raleigh Hills",2134.0,19602.0,1962.0,35.0,279.0,,Active,,,RMLS,18086095,N,Y,45.45661340488943,-122.71286749511057
MLS Listing,,Single Family Residential,Portland,OR,97232.0,595000.0,4.0,2.0,LAURELHURST,2300.0,5662.0,1923.0,13.0,259.0,,Active,,,RMLS,18270800,N,Y,45.52879890295091,-122.62298659704909
MLS Listing,,Vacant Land,Portland,OR,97201.0,595000.0,,,"Portland West, Raleigh Hills",,6969.0,,965.0,,,Active,,,RMLS,16196348,N,Y,45.51679510976585,-122.67943789023414
For-Sale-by-Owner Listing,,Single Family Residential,Portland,OR,97219.0,595000.0,5.0,3.0,Portland,2918.0,10890.0,1971.0,7.0,204.0,,Active,,,Fizber.com,4979152,N,Y,45.46840242678859,-122.74358087321141
MLS Listing,,Condo/Co-op,Portland,OR,97035.0,598700.0,4.0,3.5,Portland North,1645.0,,2018.0,36.0,364.0,148.0,Active,,,RMLS,18415827,N,Y,45.56568610088586,-122.67786959911413
MLS Listing,,Single Family Residential,Milwaukie,OR,97267.0,599000.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2681.0,10454.0,2006.0,56.0,223.0,,Active,September-23-2018 12:00 PM,September-23-2018 03:00 PM,RMLS,18447320,N,Y,45.40757821535672,-122.61296378464327
MLS Listing,,Single Family Residential,Portland,OR,97232.0,599000.0,3.0,1.5,SULLIVANS GULCH,2232.0,3920.0,1907.0,62.0,268.0,,Active,,,RMLS,18586060,N,Y,45.529105527878095,-122.6476372721219
MLS Listing,,Single Family Residential,Lake Oswego,OR,97035.0,599000.0,4.0,3.0,MOUNTAIN PARK,3528.0,7840.0,1981.0,35.0,170.0,83.0,Active,,,RMLS,18098786,N,Y,45.45336936088234,-122.69926743911765
MLS Listing,,Condo/Co-op,Portland,OR,97202.0,599000.0,3.0,2.5,Portland Southeast,1756.0,,2017.0,30.0,341.0,133.0,Active,,,RMLS,18278173,N,Y,45.511027908387184,-122.62313849161282
MLS Listing,,Single Family Residential,Portland,OR,97221.0,599000.0,4.0,3.0,WILCOX ESTATES,3672.0,12196.0,1960.0,16.0,163.0,29.0,Active,,,RMLS,18236879,N,Y,45.49627570867525,-122.72545219132475
MLS Listing,,Single Family Residential,Portland,OR,97232.0,599000.0,4.0,2.0,Portland Northeast,2364.0,4791.0,1921.0,8.0,253.0,,Active,,,RMLS,18211297,N,Y,45.53766878598412,-122.6262069140159
MLS Listing,,Single Family Residential,Portland,OR,97210.0,599000.0,3.0,1.5,"Portland West, Raleigh Hills",2026.0,2178.0,1906.0,51.0,296.0,,Active,,,RMLS,18321952,N,Y,45.53463585544278,-122.69824074455724
MLS Listing,,Single Family Residential,Portland,OR,97206.0,599000.0,3.0,3.0,Creston,1944.0,5227.0,1904.0,87.0,308.0,,Active,,,RMLS,18596057,N,Y,45.484047099821574,-122.62770920017843
MLS Listing,,Single Family Residential,Portland,OR,97230.0,599000.0,5.0,4.0,Portland Northeast,3758.0,11325.0,2007.0,13.0,159.0,,Active,,,RMLS,18127206,N,Y,45.535608707550196,-122.5128111924498
MLS Listing,,Single Family Residential,Lake Oswego,OR,97035.0,599000.0,4.0,3.0,MOUNTAIN PARK,3125.0,8712.0,1980.0,111.0,192.0,70.0,Active,,,RMLS,18569027,N,Y,45.44293807871992,-122.70814022128009
MLS Listing,,Single Family Residential,Portland,OR,97213.0,599000.0,3.0,2.0,Portland Northeast,3086.0,4791.0,1912.0,3.0,194.0,,Active,September-22-2018 12:00 PM,September-22-2018 03:00 PM,RMLS,18672898,N,Y,45.53350101855879,-122.61246598144122
MLS Listing,,Single Family Residential,Portland,OR,97214.0,599000.0,3.0,2.0,Belmont,2499.0,4356.0,1907.0,57.0,240.0,,Active,,,RMLS,18588537,N,Y,45.518914083926674,-122.62506741607332
MLS Listing,,Single Family Residential,Portland,OR,97212.0,599000.0,2.0,2.0,Portland Northeast,2244.0,4791.0,1904.0,15.0,267.0,,Active,September-22-2018 12:00 PM,September-22-2018 03:00 PM,RMLS,18072771,N,Y,45.54548997790738,-122.65538112209262
MLS Listing,,Single Family Residential,Portland,OR,97239.0,599000.0,3.0,2.5,HILLSDALE,2815.0,6534.0,1968.0,27.0,213.0,,Active,,,RMLS,18635531,N,Y,45.5213368857626,-122.6745400142374
MLS Listing,,Multi-Family (2-4 Unit),Portland,OR,97230.0,599000.0,7.0,3.0,Portland Northeast,,,1950.0,309.0,,,Active,,,RMLS,17204812,N,Y,45.558996013600755,-122.51707208639924
MLS Listing,,Single Family Residential,Portland,OR,97225.0,599000.0,3.0,2.5,West Slope,2345.0,11761.0,1981.0,2.0,255.0,,Active,,,RMLS,18389509,N,Y,45.51794589279935,-122.74864640720065
MLS Listing,,Condo/Co-op,Portland,OR,97205.0,599000.0,2.0,2.0,KINGS HEIGHTS,1525.0,,2008.0,104.0,393.0,265.0,Active,September-22-2018 02:00 PM,September-22-2018 04:00 PM,RMLS,18581618,N,Y,45.53709880195655,-122.68597499804345
MLS Listing,,Single Family Residential,Portland,OR,97221.0,599000.0,3.0,2.0,HUMPHREY PARK,2129.0,32670.0,1978.0,15.0,281.0,,Active,,,RMLS,18394976,N,Y,45.533288631952935,-122.70316846804708
MLS Listing,,Single Family Residential,Portland,OR,97219.0,599000.0,4.0,3.5,SOUTH BURLINGAME,2803.0,3920.0,2004.0,1.0,214.0,,Active,September-23-2018 01:00 PM,September-23-2018 04:00 PM,RMLS,18489822,N,Y,45.46946482445989,-122.68869077554008
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,599000.0,1.0,1.0,Pearl District / Encore,985.0,,2007.0,14.0,608.0,369.0,Active,,,RMLS,18585970,N,Y,45.53974886783666,-122.67395793216332
MLS Listing,,Single Family Residential,Portland,OR,97229.0,599000.0,4.0,2.5,NW Washington Co or Sauvie Island,2411.0,7840.0,2002.0,40.0,248.0,,Active,September-23-2018 01:00 PM,September-23-2018 04:00 PM,RMLS,18218285,N,Y,45.5329409796617,-122.76590082033827
MLS Listing,,Vacant Land,Portland,OR,97223.0,599000.0,,,"Portland West, Raleigh Hills",,18730.0,,42.0,,,Active,,,RMLS,18202317,N,Y,45.50872341245191,-122.73864658754809
MLS Listing,,Single Family Residential,Portland,OR,97219.0,599000.0,3.0,2.0,"Portland West, Raleigh Hills",2261.0,19166.0,1991.0,105.0,265.0,,Active,,,RMLS,18632689,N,Y,45.46857253734061,-122.6505030626594
MLS Listing,,Single Family Residential,Portland,OR,97229.0,599000.0,4.0,2.5,NW Washington Co or Sauvie Island,2382.0,7405.0,1992.0,36.0,251.0,29.0,Active,,,RMLS,18455390,N,Y,45.54118560238762,-122.84196239761239
MLS Listing,,Single Family Residential,Portland,OR,97236.0,599000.0,4.0,2.5,PLEASANT VALLEY,2748.0,10018.0,2016.0,62.0,218.0,,Active,,,RMLS,18647011,N,Y,45.45079061620612,-122.52846348379389
MLS Listing,,Single Family Residential,Portland,OR,97202.0,599000.0,3.0,2.0,SELLWOOD-MORELAND,2569.0,4791.0,1928.0,91.0,233.0,,Active,,,RMLS,18498092,N,Y,45.46167345973509,-122.6595357402649
MLS Listing,,Single Family Residential,Portland,OR,97202.0,599000.0,4.0,2.0,Westmoreland,2683.0,4356.0,1916.0,17.0,223.0,,Active,,,RMLS,18684705,N,Y,45.491832404138535,-122.63645649586147
MLS Listing,,Single Family Residential,Portland,OR,97230.0,599000.0,5.0,4.0,Portland Northeast,4434.0,9147.0,1976.0,56.0,135.0,,Active,,,RMLS,18640199,N,Y,45.533364387555004,-122.520807112445
MLS Listing,,Single Family Residential,Portland,OR,97239.0,599000.0,3.0,3.0,HILLSDALE,2499.0,7840.0,1911.0,24.0,240.0,,Active,,,RMLS,18428671,N,Y,45.5116725502935,-122.6870129497065
MLS Listing,,Condo/Co-op,Portland,OR,97219.0,599000.0,3.0,2.5,"Portland West, Raleigh Hills",1680.0,,2018.0,87.0,357.0,339.0,Active,September-22-2018 11:00 AM,September-22-2018 03:00 PM,RMLS,18656428,N,Y,45.49518420173034,-122.68005269826968
MLS Listing,,Single Family Residential,Portland,OR,97239.0,599000.0,3.0,3.5,BURLINGAME,3011.0,7405.0,1995.0,21.0,199.0,,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18089689,N,Y,45.4900717178277,-122.6722906821723
MLS Listing,,Condo/Co-op,Portland,OR,97229.0,599100.0,3.0,2.0,NORTHWEST HEIGHTS,2374.0,,2008.0,48.0,252.0,273.0,Active,,,RMLS,18383568,N,Y,45.54587487715666,-122.76174412284335
MLS Listing,,Single Family Residential,Portland,OR,97201.0,599500.0,5.0,3.0,"Portland West, Raleigh Hills",2538.0,1742.0,1890.0,98.0,236.0,,Active,,,RMLS,18158351,N,Y,45.50737186676903,-122.67251553323098
MLS Listing,,Single Family Residential,Portland,OR,97227.0,599500.0,4.0,1.0,OVERLOOK TRIANGLE,2968.0,4791.0,1924.0,13.0,202.0,,Active,,,RMLS,18680763,N,Y,45.5797888521917,-122.6568013478083
MLS Listing,,Condo/Co-op,Portland,OR,97211.0,599700.0,4.0,3.5,Ainsworth Park Condominium,1645.0,,2018.0,65.0,365.0,148.0,Active,,,RMLS,18571393,N,Y,45.58872163943526,-122.65483406056474
MLS Listing,,Single Family Residential,Portland,OR,97219.0,599888.0,3.0,2.0,Brurlingame/Hillsdale,3216.0,7405.0,1954.0,98.0,187.0,,Active,,,RMLS,18075940,N,Y,45.45909365458272,-122.70078384541729
MLS Listing,,Multi-Family (2-4 Unit),Portland,OR,97239.0,599900.0,4.0,4.0,HILLSDALE,2540.0,,1925.0,136.0,236.0,,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18536749,N,Y,45.466173991531484,-122.7219654084685
MLS Listing,,Single Family Residential,Portland,OR,97212.0,599900.0,4.0,2.0,Alameda,2518.0,4791.0,1939.0,77.0,238.0,,Active,,,RMLS,18443550,N,Y,45.54935333964203,-122.62852596035798
MLS Listing,,Single Family Residential,Portland,OR,97211.0,599900.0,4.0,4.0,VERNON/ALBERTA ARTS,3574.0,4791.0,1910.0,30.0,168.0,,Active,,,RMLS,18691016,N,Y,45.553238073330746,-122.65349312666923
MLS Listing,,Single Family Residential,Portland,OR,97223.0,599900.0,3.0,2.5,ARRANMORE,3132.0,6098.0,1979.0,56.0,192.0,114.0,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18629070,N,Y,45.481182120975106,-122.74186337902489
MLS Listing,,Single Family Residential,Portland,OR,97221.0,599900.0,5.0,3.0,"Portland West, Raleigh Hills",2728.0,7405.0,1978.0,29.0,220.0,63.0,Active,,,RMLS,18150160,N,Y,45.50652338766991,-122.72456521233009
MLS Listing,,Single Family Residential,Portland,OR,97229.0,599900.0,4.0,3.0,Torreyview,3277.0,12632.0,1977.0,64.0,183.0,,Active,,,RMLS,18587056,N,Y,45.54919054346642,-122.74523605653359
MLS Listing,,Single Family Residential,Portland,OR,97212.0,599900.0,3.0,2.5,SABIN/IRVINGTON,2361.0,4356.0,1900.0,97.0,254.0,,Active,,,RMLS,18360161,N,Y,45.5676813258366,-122.6381137741634
MLS Listing,,Condo/Co-op,Portland,OR,97229.0,599900.0,3.0,3.0,"Portland West, Raleigh Hills",2577.0,,2002.0,70.0,233.0,696.0,Active,,,RMLS,18485811,N,Y,45.551457033349315,-122.7710250666507
MLS Listing,,Single Family Residential,Portland,OR,97219.0,599900.0,3.0,2.5,"Portland West, Raleigh Hills",2537.0,10018.0,2006.0,27.0,236.0,,Active,,,RMLS,18193927,N,Y,45.44852020669826,-122.73258359330175
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,599900.0,1.0,1.0,Pearl District/ Encore,987.0,,2007.0,33.0,608.0,470.0,Active,,,RMLS,18559260,N,Y,45.5620877962906,-122.6514029037094
MLS Listing,,Condo/Co-op,Portland,OR,97212.0,599900.0,3.0,2.5,IRVINGTON,1890.0,,2010.0,45.0,317.0,350.0,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18134519,N,Y,45.557711865303624,-122.63375413469639
MLS Listing,,Single Family Residential,Portland,OR,97218.0,599900.0,4.0,2.5,CULLY,2112.0,9147.0,2010.0,76.0,284.0,,Active,,,RMLS,18595550,N,Y,45.572888292978654,-122.59231630702135
MLS Listing,,Single Family Residential,Milwaukie,OR,97267.0,599900.0,5.0,3.5,OATFIELD,3876.0,11761.0,1968.0,57.0,155.0,,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18655862,N,Y,45.39309537810563,-122.62113022189439
MLS Listing,,Multi-Family (2-4 Unit),Portland,OR,97214.0,599900.0,3.0,3.0,Hawthorne,2529.0,,1906.0,35.0,237.0,,Active,,,RMLS,18645448,N,Y,45.52833421646692,-122.60778968353308
MLS Listing,,Single Family Residential,Tigard,OR,97224.0,599900.0,5.0,4.0,FRENCH PRAIRIE VINEYARDS,3602.0,6534.0,2008.0,139.0,167.0,,Active,,,RMLS,18317847,N,Y,45.41149459063343,-122.83068920936657
MLS Listing,,Single Family Residential,Portland,OR,97206.0,599900.0,3.0,2.0,WOODSTOCK,3044.0,16988.0,1955.0,52.0,197.0,,Active,,,RMLS,18229400,N,Y,45.48232495625224,-122.60457334374776
MLS Listing,,Single Family Residential,Portland,OR,97202.0,599900.0,5.0,2.0,Portland Southeast,3395.0,5662.0,1912.0,4.0,177.0,,Active,,,RMLS,18669097,N,Y,45.45779429396583,-122.66837800603416
MLS Listing,,Single Family Residential,Portland,OR,97213.0,599900.0,4.0,2.0,ROSE CITY,2730.0,5227.0,1941.0,16.0,220.0,,Active,,,RMLS,18192645,N,Y,45.53741155015734,-122.59596624984266
MLS Listing,,Single Family Residential,Portland,OR,97213.0,599900.0,3.0,2.5,Montavilla,2463.0,,2018.0,104.0,244.0,,Active,,,RMLS,18108604,N,Y,45.55007706032734,-122.57356653967267
MLS Listing,,Single Family Residential,Portland,OR,97213.0,599900.0,4.0,2.5,Portland Northeast,2795.0,4791.0,1921.0,31.0,215.0,,Active,,,RMLS,18231020,N,Y,45.533590415164994,-122.609697584835
MLS Listing,,Vacant Land,Portland,OR,97214.0,599900.0,,,HAWTHORNE / RICHMOND,,5227.0,,111.0,,,Active,,,RMLS,18189222,N,Y,45.52160487260275,-122.61183092739726
MLS Listing,,Single Family Residential,Portland,OR,97221.0,599900.0,4.0,2.0,BROADMOOR/BRIDLEMILE,2816.0,13503.0,1956.0,10.0,213.0,,Active,September-22-2018 02:00 PM,September-22-2018 04:00 PM,RMLS,18483008,N,Y,45.48899800780689,-122.71352949219312
MLS Listing,,Single Family Residential,Portland,OR,97206.0,599900.0,3.0,2.5,EASTMORELAND HEIGHTS WOODSTOCK,2690.0,6098.0,1955.0,83.0,223.0,,Active,,,RMLS,18528494,N,Y,45.49881792677446,-122.59049197322555
MLS Listing,,Single Family Residential,Portland,OR,97206.0,599900.0,6.0,3.0,Portland Southeast,3212.0,13939.0,1955.0,108.0,187.0,,Active,,,RMLS,18189816,N,Y,45.503530602480126,-122.55051049751987
MLS Listing,,Single Family Residential,Tigard,OR,97223.0,599900.0,4.0,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",3026.0,6098.0,2015.0,100.0,198.0,40.0,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18410442,N,Y,45.441042409771946,-122.76005439022805
MLS Listing,,Single Family Residential,Portland,OR,97202.0,599900.0,3.0,3.0,REED,2574.0,7840.0,1968.0,14.0,233.0,,Active,September-23-2018 12:00 PM,September-23-2018 02:00 PM,RMLS,18205725,N,Y,45.50992421832514,-122.60489698167487
MLS Listing,,Townhouse,Portland,OR,97206.0,599900.0,4.0,3.5,Portland Southeast,2193.0,2178.0,2018.0,119.0,274.0,,Active,,,RMLS,17515218,N,Y,45.49661651573723,-122.61146848426277
MLS Listing,,Single Family Residential,Portland,OR,97211.0,599900.0,4.0,2.5,CONCORDIA,3039.0,5662.0,1940.0,13.0,197.0,,Active,,,RMLS,18472285,N,Y,45.56707693421259,-122.63046976578742
MLS Listing,,Single Family Residential,Portland,OR,97217.0,599950.0,3.0,2.0,Portland North,2469.0,7405.0,1925.0,24.0,243.0,,Active,,,RMLS,18222194,N,Y,45.58252621399878,-122.66858728600124
MLS Listing,,Condo/Co-op,Portland,OR,97217.0,599950.0,2.0,2.0,HAYDEN ISLAND,2289.0,,2006.0,1.0,262.0,531.0,Active,,,RMLS,18458918,N,Y,45.62532498703391,-122.6582774129661
MLS Listing,,Single Family Residential,Portland,OR,97230.0,599950.0,6.0,5.0,Portland Northeast,4809.0,6969.0,1989.0,14.0,125.0,,Active,September-23-2018 01:00 PM,September-23-2018 02:30 PM,RMLS,18479589,N,Y,45.55725256697195,-122.47649333302806
MLS Listing,,Single Family Residential,Portland,OR,97212.0,599950.0,4.0,2.5,SABIN/IRVINGTON,2202.0,5662.0,1908.0,41.0,272.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18278271,N,Y,45.53344080157127,-122.67422779842873
MLS Listing,,Single Family Residential,Portland,OR,97213.0,599950.0,4.0,3.0,ROSE CITY PARK,2708.0,3049.0,2011.0,1.0,222.0,,Active,,,RMLS,18578497,N,Y,45.58107283525381,-122.55287046474619
MLS Listing,,Single Family Residential,Portland,OR,97229.0,599950.0,5.0,3.5,BANNISTER HEIGHTS,4332.0,4791.0,2005.0,59.0,138.0,,Active,,,RMLS,18293042,N,Y,45.571874171724495,-122.7951874282755
MLS Listing,,Condo/Co-op,Portland,OR,97232.0,599950.0,2.0,2.0,SULLIVAN'S GULCH,934.0,,2019.0,50.0,642.0,497.0,Active,,,RMLS,18266786,N,Y,45.531097723555625,-122.64555297644438
MLS Listing,,Single Family Residential,Portland,OR,97229.0,599950.0,4.0,3.0,IRON RIDGE PARK,2646.0,,2011.0,48.0,227.0,30.0,Active,,,RMLS,18401105,N,Y,45.538492884776986,-122.79557331522302
MLS Listing,,Condo/Co-op,Portland,OR,97232.0,599950.0,2.0,1.0,SULLIVAN'S GULCH,905.0,,2019.0,50.0,663.0,482.0,Active,,,RMLS,18099683,N,Y,45.539138938039095,-122.63751176196091
MLS Listing,,Condo/Co-op,Portland,OR,97206.0,599950.0,4.0,3.5,SOUTH TABOR,2381.0,,2018.0,48.0,252.0,60.0,Active,,,RMLS,18095097,N,Y,45.521543084303254,-122.58658911569677
MLS Listing,,Single Family Residential,Portland,OR,97203.0,599990.0,4.0,3.0,UNIVERSITY PARK,3320.0,6969.0,1910.0,10.0,181.0,,Active,,,RMLS,18056765,N,Y,45.58458426106994,-122.73442693893007
New Construction Plan,,Single Family Residential,Portland,OR,97229.0,599995.0,3.0,3.0,Grace Hollow II at Abbey Creek,2473.0,,,,243.0,,Active,,,NewHomeSource.com,Plan-61468602,N,Y,45.571564926501544,-122.85535907349845
MLS Listing,,Single Family Residential,Portland,OR,97203.0,599999.0,4.0,3.5,UNIVERSITY PARK,2109.0,,2018.0,14.0,284.0,,Active,,,RMLS,18030852,N,Y,45.595579087766104,-122.71280141223389
MLS Listing,,Single Family Residential,Portland,OR,97203.0,599999.0,3.0,3.0,UNIVERSITY PARK,2880.0,3484.0,2010.0,72.0,208.0,,Active,,,RMLS,18299685,N,Y,45.58983297621316,-122.72145682378684
MLS Listing,,Single Family Residential,Portland,OR,97206.0,600000.0,4.0,2.0,RICHMOND/DIVISION,2530.0,7405.0,1916.0,3.0,237.0,,Active,September-20-2018 03:00 PM,September-20-2018 04:00 PM,RMLS,18047065,N,Y,45.511493847273556,-122.60564595272645
MLS Listing,,Single Family Residential,Lake Oswego,OR,97035.0,600000.0,4.0,3.0,Mountain Park,2373.0,8276.0,1969.0,62.0,253.0,83.0,Active,,,RMLS,18181084,N,Y,45.43539848415148,-122.70828971584851
MLS Listing,,Single Family Residential,Portland,OR,97206.0,600000.0,4.0,2.0,Portland Southeast,2652.0,6969.0,1926.0,65.0,226.0,,Active,,,RMLS,18087378,N,Y,45.51565361996432,-122.58772778003569
MLS Listing,,Single Family Residential,Portland,OR,97223.0,600000.0,5.0,3.0,"Portland West, Raleigh Hills",3230.0,17859.0,1972.0,6.0,186.0,,Active,,,RMLS,18366565,N,Y,45.46420400058123,-122.73560709941876
MLS Listing,,Single Family Residential,Portland,OR,97212.0,600000.0,4.0,1.5,Irvington,2279.0,4791.0,1925.0,28.0,263.0,,Active,,,RMLS,18647996,N,Y,45.538664343796924,-122.65887165620308
MLS Listing,,Townhouse,Portland,OR,97232.0,600000.0,2.0,2.5,"SULLIVAN'S GULCH, LLOYD CENTER",2110.0,1742.0,2000.0,6.0,284.0,,Active,,,RMLS,18583483,N,Y,45.53451114794528,-122.64783345205471
MLS Listing,,Single Family Residential,Portland,OR,97219.0,600000.0,4.0,2.0,"Portland West, Raleigh Hills",2340.0,,1957.0,1.0,256.0,,Active,,,RMLS,18249749,N,Y,45.45371471956773,-122.68735218043227
MLS Listing,,Single Family Residential,Tigard,OR,97223.0,605000.0,4.0,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",2100.0,22651.0,1986.0,88.0,288.0,,Active,,,RMLS,18234664,N,Y,45.46251261354084,-122.74883488645915
MLS Listing,,Single Family Residential,Tigard,OR,97223.0,609000.0,4.0,2.5,CPO 4B BULL MTN,2453.0,9147.0,1997.0,24.0,248.0,,Active,,,RMLS,18119754,N,Y,45.42432043670295,-122.83153026329705
MLS Listing,,Single Family Residential,Portland,OR,97211.0,609000.0,4.0,2.5,Portland Northeast,3408.0,8712.0,1907.0,56.0,179.0,,Active,,,RMLS,18084056,N,Y,45.571759834438154,-122.65759436556185
MLS Listing,,Single Family Residential,Portland,OR,97213.0,609900.0,4.0,3.0,ROSE CITY,2791.0,5227.0,1927.0,2.0,219.0,,Active,,,RMLS,18646179,N,Y,45.55857791133418,-122.57463058866583
MLS Listing,,Single Family Residential,Portland,OR,97202.0,609900.0,3.0,3.0,Woodstock/Eastmoreland Heights,3260.0,4791.0,1912.0,20.0,187.0,,Active,,,RMLS,18131460,N,Y,45.487641720291684,-122.60222947970833
MLS Listing,,Single Family Residential,Portland,OR,97202.0,610000.0,3.0,2.0,SELLWOOD,2248.0,4791.0,1927.0,13.0,271.0,,Active,,,RMLS,18309441,N,Y,45.474452380731954,-122.65354871926804
MLS Listing,,Single Family Residential,Milwaukie,OR,97267.0,610000.0,3.0,2.5,JENNINGS LODGE,2620.0,9583.0,2015.0,21.0,233.0,,Active,,,RMLS,18171268,N,Y,45.38741157232054,-122.63389112767948
MLS Listing,,Single Family Residential,Portland,OR,97213.0,614900.0,4.0,2.0,HOLLYWOOD/ROSE CITY,2056.0,4791.0,1923.0,238.0,299.0,,Active,,,RMLS,18289352,N,Y,45.54666197941245,-122.59768432058755
MLS Listing,,Single Family Residential,Portland,OR,97266.0,614900.0,5.0,3.5,MT SCOTT,4230.0,7405.0,2006.0,112.0,145.0,,Active,,,RMLS,18053604,N,Y,45.45281543442696,-122.55222946557305
MLS Listing,,Single Family Residential,Portland,OR,97211.0,614900.0,4.0,2.5,SABIN/KING,2350.0,2178.0,2006.0,74.0,262.0,,Active,,,RMLS,18622831,N,Y,45.54151559697433,-122.67036830302567
MLS Listing,,Single Family Residential,Portland,OR,97217.0,614900.0,2.0,2.0,KENTON,2128.0,4791.0,1925.0,413.0,289.0,,Active,,,RMLS,17453982,N,Y,45.60013481790228,-122.65943468209771
MLS Listing,,Single Family Residential,Portland,OR,97201.0,615000.0,3.0,3.0,"Portland West, Raleigh Hills",2126.0,2613.0,1886.0,118.0,289.0,,Active,,,RMLS,18085721,N,Y,45.53962810061063,-122.64014389938937
MLS Listing,,Condo/Co-op,Portland,OR,97219.0,615000.0,3.0,2.5,HILLSDALE/MULTNOMAH VILLAGE,1710.0,,2018.0,57.0,360.0,344.0,Active,September-22-2018 11:00 AM,September-22-2018 03:00 PM,RMLS,18534007,N,Y,45.496990771507555,-122.67824612849245
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,615000.0,1.0,1.5,"Portland West, Raleigh Hills",1545.0,,2004.0,52.0,398.0,604.0,Active,,,RMLS,18623384,N,Y,45.54575707851606,-122.66688982148393
MLS Listing,,Single Family Residential,Portland,OR,97225.0,615000.0,5.0,3.0,"Beaverton, Aloha",3067.0,11325.0,1963.0,42.0,201.0,12.0,Active,September-23-2018 02:00 PM,September-23-2018 05:00 PM,RMLS,18414151,N,Y,45.502237668765574,-122.78865543123443
MLS Listing,,Townhouse,Portland,OR,97201.0,615000.0,3.0,2.5,"Portland West, Raleigh Hills",2343.0,2178.0,1990.0,237.0,262.0,,Active,,,RMLS,18370335,N,Y,45.556137526388035,-122.65295467361197
MLS Listing,,Single Family Residential,Portland,OR,97229.0,615000.0,5.0,3.0,NW Washington Co or Sauvie Island,3424.0,9147.0,1976.0,3.0,180.0,,Active,,,RMLS,18476283,N,Y,45.54538050657799,-122.78951239342202
MLS Listing,,Single Family Residential,Portland,OR,97212.0,618000.0,3.0,1.0,Irvington,3078.0,4791.0,1913.0,1.0,201.0,,Active,September-23-2018 12:00 PM,September-23-2018 02:00 PM,RMLS,18364147,N,Y,45.53276453366268,-122.66563966633731
MLS Listing,,Single Family Residential,Portland,OR,97214.0,618900.0,3.0,2.0,Buckman Belmont Hawthorne,2109.0,2613.0,1891.0,82.0,293.0,,Active,,,RMLS,18656688,N,Y,45.52180259011779,-122.63801500988224
MLS Listing,,Single Family Residential,Portland,OR,97219.0,619000.0,4.0,3.0,BURLINGAME,3436.0,5227.0,1964.0,74.0,180.0,,Active,,,RMLS,18574232,N,Y,45.428795122705445,-122.72434637729458
MLS Listing,,Single Family Residential,Portland,OR,97225.0,619000.0,5.0,3.0,"West Slope, Sunset Heights",3212.0,9583.0,1954.0,14.0,193.0,,Active,,,RMLS,18373510,N,Y,45.50298095766094,-122.75842684233906
MLS Listing,,Single Family Residential,Portland,OR,97211.0,619000.0,5.0,3.0,Portland Northeast,3198.0,4791.0,1929.0,10.0,194.0,,Active,September-23-2018 12:00 PM,September-23-2018 02:00 PM,RMLS,18164305,N,Y,45.59558883251314,-122.62438646748686
MLS Listing,,Condo/Co-op,Portland,OR,97239.0,619000.0,1.0,1.5,Atwater/ South Waterfront,1176.0,,2007.0,85.0,526.0,550.0,Active,,,RMLS,18146411,N,Y,45.49848088850461,-122.66761791149538
