SALE TYPE,SOLD DATE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,Portland,OR,97206.0,349000.0,2.0,1.5,FOSTER-POWELL,900.0,,2018.0,1.0,388.0,13.0,Active,,,RMLS,18185479,N,Y,45.49362072202352,-122.59980767797647
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,349000.0,1.0,1.0,"Portland West, Raleigh Hills",692.0,,2004.0,3.0,504.0,321.0,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18625498,N,Y,45.5408115158942,-122.6710087841058
MLS Listing,,Single Family Residential,Milwaukie,OR,97222.0,349000.0,3.0,1.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1224.0,8712.0,1965.0,1.0,285.0,,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18694866,N,Y,45.45072404741091,-122.6112540525891
For-Sale-by-Owner Listing,,Single Family Residential,Portland,OR,97230.0,349000.0,3.0,2.0,Portland,1135.0,9600.0,1963.0,15.0,307.0,,Active,,,Fizber.com,4978162,N,Y,45.5251036404605,-122.5188660595395
MLS Listing,,Single Family Residential,Portland,OR,97211.0,349000.0,3.0,2.0,Portland Northeast,1697.0,4791.0,1910.0,43.0,206.0,,Active,,,RMLS,18495871,N,Y,45.58180446713705,-122.61582073286296
MLS Listing,,Multi-Family (2-4 Unit),Milwaukie,OR,97222.0,349000.0,4.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1050.0,,1942.0,34.0,332.0,,Active,,,RMLS,18561009,N,Y,45.46388859684741,-122.57968700315259
MLS Listing,,Single Family Residential,Portland,OR,97220.0,349000.0,3.0,2.0,Portland Northeast,1700.0,2613.0,1926.0,35.0,205.0,,Active,September-22-2018 02:00 PM,September-22-2018 04:00 PM,RMLS,18177986,N,Y,45.521242821263414,-122.5730022787366
MLS Listing,,Single Family Residential,Milwaukie,OR,97222.0,349000.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1295.0,3049.0,2010.0,14.0,269.0,,Active,,,RMLS,18453018,N,Y,45.45806881674168,-122.58067058325832
MLS Listing,,Single Family Residential,Portland,OR,97213.0,349000.0,2.0,2.0,ROSEWAY,1262.0,4791.0,1914.0,6.0,277.0,,Active,,,RMLS,18396283,N,Y,45.54144033504037,-122.59110566495963
MLS Listing,,Single Family Residential,Portland,OR,97220.0,349000.0,3.0,2.0,Portland Northeast,1508.0,7405.0,1945.0,1.0,231.0,,Active,,,RMLS,18574735,N,Y,45.5706732638063,-122.52610333619371
MLS Listing,,Single Family Residential,Portland,OR,97211.0,349000.0,2.0,1.0,Portland Northeast,2871.0,4791.0,1920.0,6.0,122.0,,Active,,,RMLS,18490164,N,Y,45.56847702351009,-122.6286761764899
MLS Listing,,Single Family Residential,Milwaukie,OR,97267.0,349000.0,3.0,1.0,Webster Acres,1066.0,13068.0,1960.0,10.0,327.0,,Active,,,RMLS,18495320,N,Y,45.424850064447,-122.566274835553
MLS Listing,,Single Family Residential,Portland,OR,97206.0,349000.0,3.0,1.0,BRENTWOOD - DARLINGTON,1762.0,3920.0,1941.0,48.0,198.0,,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18406075,N,Y,45.48391362326615,-122.58264477673384
MLS Listing,,Vacant Land,Portland,OR,97229.0,349000.0,,,NW Washington Co or Sauvie Island,,13068.0,,135.0,,39.0,Active,,,RMLS,18080596,N,Y,45.58171733846108,-122.74439216153891
MLS Listing,,Single Family Residential,Portland,OR,97233.0,349000.0,2.0,1.0,HAZELWOOD,640.0,21780.0,1944.0,90.0,545.0,,Active,,,RMLS,18530751,N,Y,45.51136187231087,-122.53051802768914
MLS Listing,,Single Family Residential,Portland,OR,97203.0,349000.0,2.0,1.0,UNIVERSITY PARK,1203.0,5662.0,1944.0,13.0,290.0,,Active,,,RMLS,18051595,N,Y,45.59483770930164,-122.71776419069836
MLS Listing,,Single Family Residential,Portland,OR,97203.0,349500.0,3.0,2.5,Portland North,1423.0,2613.0,2005.0,9.0,246.0,,Active,,,RMLS,18663195,N,Y,45.58212245602368,-122.73049194397629
MLS Listing,,Vacant Land,Portland,OR,97225.0,349500.0,,,"Portland West, Raleigh Hills",,,,159.0,,,Active,,,RMLS,18517947,N,Y,45.53396289915739,-122.7270913008426
MLS Listing,,Single Family Residential,Portland,OR,97206.0,349500.0,3.0,2.0,FOSTER - POWELL,1694.0,3920.0,1909.0,22.0,206.0,,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18060740,N,Y,45.48738956420582,-122.6025249357942
MLS Listing,,Single Family Residential,Portland,OR,97206.0,349900.0,3.0,1.5,MOUNT SCOTT-ARLETA,1799.0,4791.0,1894.0,9.0,194.0,,Active,,,RMLS,18184011,N,Y,45.49632957588079,-122.5833163241192
MLS Listing,,Single Family Residential,Portland,OR,97233.0,349900.0,4.0,2.0,Portland Southeast,1742.0,9583.0,1963.0,15.0,201.0,,Active,,,RMLS,18336155,N,Y,45.52000990445936,-122.48342089554063
MLS Listing,,Single Family Residential,Portland,OR,97233.0,349900.0,3.0,1.5,Portland Southeast,2000.0,10890.0,1956.0,76.0,175.0,,Active,,,RMLS,18160604,N,Y,45.51083768581188,-122.5222641141881
MLS Listing,,Townhouse,Portland,OR,97229.0,349900.0,2.0,2.0,FOREST HEIGHTS/BROWNSTONES,1388.0,,2002.0,57.0,252.0,328.0,Active,,,RMLS,18585720,N,Y,45.55300009847548,-122.7685540015245
MLS Listing,,Single Family Residential,Portland,OR,97203.0,349900.0,3.0,1.0,MCKENNA PARK,1670.0,5662.0,1943.0,45.0,210.0,,Active,,,RMLS,18686725,N,Y,45.59929782348241,-122.71649147651759
MLS Listing,,Single Family Residential,Portland,OR,97236.0,349900.0,3.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1262.0,6534.0,2001.0,48.0,277.0,15.0,Active,,,RMLS,18328024,N,Y,45.48353343075136,-122.49879356924863
MLS Listing,,Single Family Residential,Portland,OR,97216.0,349900.0,3.0,1.0,Mill Park,1712.0,8276.0,1960.0,27.0,204.0,,Active,,,RMLS,18394871,N,Y,45.53880892302832,-122.51855127697165
MLS Listing,,Single Family Residential,Portland,OR,97217.0,349900.0,2.0,1.0,Portland North,750.0,3484.0,1926.0,34.0,467.0,,Active,,,RMLS,18333275,N,Y,45.60720287138486,-122.64662672861515
MLS Listing,,Single Family Residential,Portland,OR,97213.0,349900.0,2.0,1.0,ROSEWAY,1426.0,2178.0,1925.0,167.0,245.0,,Active,,,RMLS,18459514,N,Y,45.555215218971604,-122.5942626810284
MLS Listing,,Single Family Residential,Portland,OR,97230.0,349900.0,4.0,1.5,Portland Northeast,2012.0,8712.0,1963.0,1.0,174.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18675764,N,Y,45.56991628056809,-122.49758551943191
MLS Listing,,Townhouse,Portland,OR,97202.0,349900.0,2.0,2.5,CRESTON-KENILWORTH,1113.0,2178.0,1998.0,15.0,314.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18107269,N,Y,45.531249974133054,-122.59411502586694
MLS Listing,,Townhouse,Portland,OR,97216.0,349900.0,3.0,3.0,Portland Southeast,1428.0,,2016.0,3.0,245.0,42.0,Active,,,RMLS,18505833,N,Y,45.543476934515766,-122.54751436548423
MLS Listing,,Vacant Land,Portland,OR,97229.0,349900.0,,,"Portland West, Raleigh Hills",,26571.0,,14.0,,,Active,,,RMLS,18169806,N,Y,45.57704008564093,-122.75401491435905
MLS Listing,,Single Family Residential,Portland,OR,97216.0,349900.0,3.0,1.0,MONTAVILLA,1366.0,7840.0,1948.0,61.0,256.0,,Active,,,RMLS,18154436,N,Y,45.5109460565253,-122.57108894347469
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,349900.0,1.0,1.0,Unit 2505,625.0,,2006.0,66.0,560.0,442.0,Active,,,RMLS,18144246,N,Y,45.532142795523214,-122.66848290447679
MLS Listing,,Single Family Residential,Portland,OR,97230.0,349900.0,3.0,2.0,Kirbys Sub,1090.0,7405.0,1954.0,28.0,321.0,,Active,,,RMLS,18235663,N,Y,45.530251200320706,-122.5344470996793
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,349900.0,1.0,1.0,Portland,711.0,,2004.0,48.0,492.0,,Active,,,WVMLS,737462,N,Y,45.485258693590986,-122.72658240640902
MLS Listing,,Vacant Land,Portland,OR,97236.0,349900.0,,,Portland Southeast,,11761.0,,1093.0,,,Active,,,RMLS,15149992,N,Y,45.4936167042097,-122.52462739579029
MLS Listing,,Single Family Residential,Portland,OR,97220.0,349900.0,3.0,2.0,Portland Northeast,1965.0,7840.0,1953.0,63.0,178.0,,Active,,,RMLS,18033588,N,Y,45.546784629613484,-122.53536257038652
MLS Listing,,Single Family Residential,Portland,OR,97206.0,349900.0,2.0,1.0,FOSTER-POWELL NEIGHBORHOOD,996.0,4356.0,1950.0,21.0,351.0,,Active,,,RMLS,18387724,N,Y,45.51589530139016,-122.56445509860986
MLS Listing,,Single Family Residential,Portland,OR,97217.0,349900.0,3.0,1.0,Kenton,960.0,5662.0,1955.0,27.0,364.0,,Active,,,RMLS,18056984,N,Y,45.571034720834284,-122.7190297791657
MLS Listing,,Multi-Family (2-4 Unit),Portland,OR,97233.0,349900.0,3.0,2.0,Portland Southeast,1325.0,,1930.0,356.0,264.0,,Active,,,RMLS,17226565,N,Y,45.49737938884582,-122.52101901115417
MLS Listing,,Single Family Residential,Gresham,OR,97230.0,349900.0,3.0,2.0,NORTH GRESHAM,1608.0,17424.0,1976.0,7.0,218.0,,Active,,,RMLS,18556251,N,Y,45.54473194919413,-122.45390275080588
MLS Listing,,Single Family Residential,Portland,OR,97220.0,349900.0,3.0,2.5,Portland Northeast,1350.0,8276.0,1999.0,91.0,259.0,,Active,,,RMLS,18035265,N,Y,45.55360899527525,-122.53117490472475
MLS Listing,,Single Family Residential,Portland,OR,97206.0,349950.0,2.0,1.0,Portland Southeast,1146.0,3920.0,1907.0,20.0,305.0,,Active,,,RMLS,18089462,N,Y,45.49893789923537,-122.58317370076462
MLS Listing,,Single Family Residential,Portland,OR,97203.0,349950.0,3.0,2.5,Portland North,1400.0,4356.0,1995.0,298.0,250.0,,Active,,,RMLS,17048735,N,Y,45.60972991555302,-122.71785738444697
MLS Listing,,Condo/Co-op,Portland,OR,97232.0,349950.0,1.0,1.0,SULLIVAN'S GULCH,614.0,,2019.0,50.0,570.0,327.0,Active,September-22-2018 11:00 AM,September-22-2018 05:00 PM,RMLS,18249313,N,Y,45.562629806806264,-122.61402089319374
MLS Listing,,Single Family Residential,Portland,OR,97230.0,349950.0,3.0,2.5,Reeds Place,2133.0,3920.0,2006.0,13.0,164.0,,Active,,,RMLS,18465613,N,Y,45.53333211486369,-122.45028188513632
MLS Listing,,Multi-Family (2-4 Unit),Portland,OR,97236.0,349995.0,4.0,2.0,POWELLHURST - GILBERT,1241.0,,1942.0,13.0,282.0,,Active,,,RMLS,18138603,N,Y,45.502014965742596,-122.53017813425741
MLS Listing,,Single Family Residential,Portland,OR,97202.0,349999.0,3.0,1.0,SELLWOOD /WESTMORELAND,960.0,3920.0,1975.0,33.0,365.0,,Active,,,RMLS,18164156,N,Y,45.45527306573904,-122.65053983426095
MLS Listing,,Single Family Residential,Portland,OR,97230.0,349999.0,3.0,2.5,"Gresham, Sandy, Troutdale, Corbett",1830.0,2613.0,2015.0,51.0,191.0,,Active,,,RMLS,18678932,N,Y,45.515431133316326,-122.48769916668365
MLS Listing,,Vacant Land,Portland,OR,97229.0,350000.0,,,"Portland West, Raleigh Hills",,27878.0,,37.0,,,Active,,,RMLS,18531731,N,Y,45.54171394031304,-122.76296405968696
MLS Listing,,Single Family Residential,Portland,OR,97220.0,350000.0,3.0,2.0,RAILWAY ADD,1525.0,4791.0,1977.0,49.0,230.0,,Active,,,RMLS,18455284,N,Y,45.52374064977529,-122.59286565022472
MLS Listing,,Single Family Residential,Portland,OR,97220.0,350000.0,2.0,1.0,Portland Northeast,1270.0,4791.0,1926.0,1.0,276.0,,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18187435,N,Y,45.55451316715153,-122.57733913284846
MLS Listing,,Single Family Residential,Portland,OR,97206.0,350000.0,3.0,1.0,MT SCOTT-ARLETA,1734.0,4791.0,1910.0,16.0,202.0,,Active,,,RMLS,18571825,N,Y,45.47405619598622,-122.59306390401377
MLS Listing,,Single Family Residential,Portland,OR,97206.0,350000.0,3.0,1.5,Portland Southeast,1066.0,5662.0,1962.0,7.0,328.0,,Active,,,RMLS,18287087,N,Y,45.473344697310544,-122.58699560268946
MLS Listing,,Single Family Residential,Portland,OR,97216.0,350000.0,3.0,2.0,Portland Southeast,1274.0,4791.0,1964.0,104.0,275.0,,Active,,,RMLS,18567051,N,Y,45.52757311057675,-122.55720198942323
MLS Listing,,Single Family Residential,Portland,OR,97230.0,350000.0,3.0,1.5,Shalimar,2247.0,6969.0,1967.0,32.0,156.0,,Active,,,RMLS,18059308,N,Y,45.50264922420417,-122.50995787579583
MLS Listing,,Condo/Co-op,Portland,OR,97229.0,350000.0,2.0,2.5,EDGEWOOD/FOREST HEIGHTS,1459.0,,2002.0,77.0,240.0,348.0,Active,,,RMLS,18123493,N,Y,45.57614796664301,-122.74613983335698
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,350000.0,2.0,2.0,"Portland West, Raleigh Hills",1319.0,,1973.0,50.0,265.0,849.0,Active,,,RMLS,18136629,N,Y,45.52798631533811,-122.6650528846619
MLS Listing,,Single Family Residential,Portland,OR,97216.0,350000.0,3.0,1.0,Portland Southeast,1818.0,9583.0,1923.0,89.0,193.0,,Active,,,RMLS,18061953,N,Y,45.510349869835736,-122.56521983016427
MLS Listing,,Single Family Residential,Portland,OR,97214.0,350000.0,2.0,1.0,Portland Southeast,1251.0,1742.0,1878.0,33.0,280.0,,Active,,,RMLS,18011332,N,Y,45.50880564383232,-122.66049055616769
MLS Listing,,Single Family Residential,Portland,OR,97230.0,350000.0,3.0,1.5,Portland Northeast,1593.0,12196.0,1956.0,24.0,220.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18688593,N,Y,45.537482120486125,-122.52360297951388
MLS Listing,,Townhouse,Portland,OR,97266.0,350000.0,6.0,3.5,Portland Southeast,1920.0,871.0,2005.0,55.0,182.0,,Active,,,RMLS,18122009,N,Y,45.51202849772064,-122.56544650227937
MLS Listing,,Single Family Residential,Portland,OR,97219.0,350000.0,3.0,2.0,WEST PORTLAND PARK,1317.0,,1959.0,13.0,266.0,,Active,,,RMLS,18548538,N,Y,45.45731685612487,-122.71698084387512
MLS Listing,,Vacant Land,Portland,OR,97212.0,350000.0,,,Portland Northeast,,,,428.0,,,Active,,,RMLS,17374000,N,Y,45.562387284322746,-122.62183671567725
MLS Listing,,Single Family Residential,Portland,OR,97211.0,350000.0,2.0,1.0,Portland Northeast,1800.0,6534.0,1948.0,70.0,194.0,,Active,,,RMLS,18446319,N,Y,45.583036913614585,-122.6381877863854
MLS Listing,,Single Family Residential,Portland,OR,97216.0,354900.0,3.0,2.5,Portland Southeast,1429.0,,2018.0,2.0,248.0,,Active,,,RMLS,18386470,N,Y,45.518058995415274,-122.53127320458472
MLS Listing,,Single Family Residential,Portland,OR,97216.0,354900.0,3.0,2.5,Portland Southeast,1429.0,,2018.0,2.0,248.0,,Active,,,RMLS,18102857,N,Y,45.502093988051286,-122.54734101194869
MLS Listing,,Single Family Residential,Portland,OR,97216.0,354900.0,3.0,2.5,Portland Southeast,1429.0,,2018.0,2.0,248.0,,Active,,,RMLS,18651504,N,Y,45.5345892162078,-122.5145888837922
MLS Listing,,Single Family Residential,Portland,OR,97266.0,354900.0,3.0,2.5,Portland Southeast,1516.0,6098.0,2004.0,35.0,234.0,,Active,,,RMLS,18687293,N,Y,45.5110734834606,-122.5418775165394
MLS Listing,,Single Family Residential,Portland,OR,97220.0,354900.0,3.0,2.0,Portland Northeast,1615.0,6969.0,1994.0,100.0,220.0,,Active,,,RMLS,18565761,N,Y,45.54605456893009,-122.5431893310699
MLS Listing,,Single Family Residential,Portland,OR,97230.0,355000.0,3.0,2.0,Portland Northeast,2280.0,10454.0,1955.0,161.0,156.0,,Active,,,RMLS,18501692,N,Y,45.55273188503389,-122.46006101496612
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,355000.0,1.0,1.0,"RIVERPLACE, DOWNTOWN PDX",834.0,,1986.0,102.0,426.0,516.0,Active,,,RMLS,18503166,N,Y,45.53841207685175,-122.64694082314824
MLS Listing,,Single Family Residential,Portland,OR,97266.0,355000.0,3.0,2.0,Portland Southeast,1320.0,6534.0,1999.0,83.0,269.0,,Active,,,RMLS,18406735,N,Y,45.51277960338217,-122.51360169661783
MLS Listing,,Condo/Co-op,Portland,OR,97214.0,355000.0,1.0,1.0,SUNNYSIDE / BELMONT,990.0,,2005.0,48.0,359.0,586.0,Active,,,RMLS,18472624,N,Y,45.520765183519195,-122.62379141648081
MLS Listing,,Single Family Residential,Portland,OR,97266.0,355000.0,2.0,1.0,Portland Southeast,856.0,6098.0,1928.0,28.0,415.0,,Active,,,RMLS,18411766,N,Y,45.476363146863996,-122.57122535313601
MLS Listing,,Vacant Land,Portland,OR,97210.0,355000.0,,,Luray Terrace,,10454.0,,273.0,,,Active,,,RMLS,17068398,N,Y,45.531298314531625,-122.71310168546837
MLS Listing,,Single Family Residential,Portland,OR,97230.0,355000.0,4.0,3.5,Portland Northeast,1864.0,,2002.0,279.0,190.0,,Active,,,RMLS,17276089,N,Y,45.51863038071494,-122.50658951928506
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,355750.0,2.0,2.0,Goose Hollow,830.0,,1982.0,50.0,429.0,295.0,Active,,,RMLS,18696793,N,Y,45.52075873794471,-122.68618176205528
MLS Listing,,Single Family Residential,Portland,OR,97266.0,357500.0,4.0,2.0,SUN PLACE,1574.0,4791.0,2000.0,45.0,227.0,,Active,,,RMLS,18077005,N,Y,45.491062275952736,-122.53564922404728
MLS Listing,,Single Family Residential,Portland,OR,97220.0,358899.0,4.0,1.5,Portland Northeast,1984.0,5662.0,1951.0,28.0,181.0,,Active,,,RMLS,18063062,N,Y,45.538157059878415,-122.54698694012158
MLS Listing,,Single Family Residential,Portland,OR,97233.0,358999.0,4.0,2.5,Portland Southeast,2076.0,5227.0,2003.0,35.0,173.0,,Active,,,RMLS,18005102,N,Y,45.5174941277176,-122.4986661722824
MLS Listing,,Single Family Residential,Portland,OR,97206.0,359000.0,3.0,1.0,Portland Southeast,960.0,6969.0,1975.0,91.0,374.0,,Active,,,RMLS,18001977,N,Y,45.47987946091645,-122.57047793908356
MLS Listing,,Single Family Residential,Portland,OR,97266.0,359000.0,3.0,2.0,Portland Southeast,1354.0,8276.0,1952.0,69.0,265.0,,Active,,,RMLS,18271736,N,Y,45.51359715571182,-122.53320224428818
MLS Listing,,Single Family Residential,Portland,OR,97213.0,359000.0,2.0,1.0,ROSEWAY,1328.0,4356.0,1943.0,1.0,270.0,,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18572555,N,Y,45.563646916135816,-122.56454658386419
MLS Listing,,Single Family Residential,Albany,OR,97231.0,359000.0,4.0,3.0,Albany,1850.0,10454.0,2018.0,125.0,194.0,,Active,,,WVMLS,733627,N,Y,45.667888637926964,-122.82557046207305
MLS Listing,,Single Family Residential,Portland,OR,97211.0,359000.0,2.0,1.0,Portland Northeast,2388.0,14374.0,1943.0,16.0,150.0,,Active,,,RMLS,18478339,N,Y,45.61454594511488,-122.6435745548851
MLS Listing,,Single Family Residential,Portland,OR,97217.0,359000.0,2.0,2.0,Kenton,1313.0,2178.0,2002.0,1.0,273.0,,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18241941,N,Y,45.60792981209068,-122.6775585879093
MLS Listing,,Single Family Residential,Portland,OR,97233.0,359000.0,3.0,2.0,Portland Southeast,2100.0,6969.0,1962.0,91.0,171.0,,Active,,,RMLS,18305771,N,Y,45.51891841485998,-122.52861498514002
MLS Listing,,Single Family Residential,Portland,OR,97225.0,359000.0,3.0,2.0,CEDAR HILLS,1608.0,6534.0,1964.0,9.0,223.0,,Active,,,RMLS,18386746,N,Y,45.50483500826216,-122.78788439173783
MLS Listing,,Single Family Residential,Portland,OR,97220.0,359000.0,2.0,1.0,ROCKY BUTTE/MADISON SOUTH,1054.0,6098.0,1951.0,3.0,341.0,,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18373049,N,Y,45.5615122995258,-122.55991150047419
MLS Listing,,Single Family Residential,Portland,OR,97220.0,359000.0,3.0,2.0,Portland Northeast,1019.0,5227.0,1953.0,48.0,352.0,,Active,,,RMLS,18290720,N,Y,45.527922419048714,-122.58878388095127
MLS Listing,,Single Family Residential,Portland,OR,97230.0,359000.0,3.0,2.0,Portland Northeast,1596.0,13503.0,1959.0,71.0,225.0,,Active,,,RMLS,18097440,N,Y,45.561648769437646,-122.48973783056236
MLS Listing,,Condo/Co-op,Portland,OR,97239.0,359000.0,1.0,1.0,SOUTH WATERFRONT/JOHN ROSS,781.0,,2006.0,246.0,460.0,387.0,Active,,,RMLS,18228191,N,Y,45.50611112631313,-122.66114297368686
MLS Listing,,Single Family Residential,Portland,OR,97225.0,359000.0,3.0,1.5,Cedar Hills,1263.0,6098.0,1948.0,3.0,284.0,11.0,Active,September-23-2018 11:00 AM,September-23-2018 01:00 PM,RMLS,18131820,N,Y,45.53147122989474,-122.78380337010528
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,359500.0,2.0,2.0,MADISON TOWER,1254.0,,1980.0,23.0,287.0,538.0,Active,,,RMLS,18018431,N,Y,45.511241319597715,-122.6749363804023
MLS Listing,,Townhouse,Portland,OR,97229.0,359500.0,4.0,3.0,NW Washington Co or Sauvie Island,1859.0,871.0,2000.0,2.0,193.0,217.0,Active,,,RMLS,18077305,N,Y,45.569506476191535,-122.83783952380847
MLS Listing,,Single Family Residential,Milwaukie,OR,97222.0,359800.0,3.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1101.0,8712.0,1978.0,40.0,327.0,,Active,,,RMLS,18578897,N,Y,45.458974845278455,-122.58751775472156
MLS Listing,,Townhouse,Portland,OR,97229.0,359900.0,3.0,2.5,"Beaverton, Aloha",1456.0,3049.0,2000.0,8.0,247.0,,Active,,,RMLS,18121837,N,Y,45.56340854948832,-122.80653445051169
MLS Listing,,Single Family Residential,Portland,OR,97216.0,359900.0,3.0,2.0,Portland Southeast,1376.0,10454.0,1956.0,22.0,262.0,,Active,,,RMLS,18230325,N,Y,45.536634607070965,-122.53184109292903
MLS Listing,,Single Family Residential,Portland,OR,97230.0,359900.0,3.0,2.5,ARGAY TERRACE,2162.0,7840.0,1973.0,6.0,166.0,,Active,,,RMLS,18432708,N,Y,45.55768468902091,-122.52589731097908
MLS Listing,,Single Family Residential,Portland,OR,97217.0,359900.0,3.0,1.5,KENTON,1250.0,4791.0,2002.0,27.0,288.0,,Active,,,RMLS,18607761,N,Y,45.590778912181776,-122.67667618781823
MLS Listing,,Single Family Residential,Portland,OR,97203.0,359900.0,2.0,2.0,Portland North,1520.0,2613.0,1910.0,3.0,237.0,,Active,,,RMLS,18228544,N,Y,45.57762267130691,-122.71745922869309
MLS Listing,,Single Family Residential,Milwaukie,OR,97267.0,359900.0,2.0,1.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1816.0,12196.0,1936.0,5.0,198.0,,Active,,,RMLS,18561499,N,Y,45.407229173149126,-122.59759422685087
MLS Listing,,Condo/Co-op,Portland,OR,97212.0,359900.0,2.0,2.5,ELIOT/IRVINGTON/WILLIAMS,902.0,,2018.0,25.0,399.0,250.0,Active,,,RMLS,18568370,N,Y,45.559595135914684,-122.64883056408532
MLS Listing,,Condo/Co-op,Portland,OR,97239.0,359900.0,2.0,2.0,"Portland West, Raleigh Hills",1170.0,,1981.0,40.0,308.0,422.0,Active,,,RMLS,18643010,N,Y,45.49049138038469,-122.66526231961531
MLS Listing,,Single Family Residential,Portland,OR,97236.0,359900.0,3.0,2.5,Portland Southeast,1728.0,11761.0,1997.0,14.0,208.0,,Active,,,RMLS,18139260,N,Y,45.46370191757704,-122.51107618242294
MLS Listing,,Single Family Residential,Portland,OR,97216.0,359900.0,4.0,2.0,Portland Southeast,1985.0,5662.0,1953.0,56.0,181.0,,Active,,,RMLS,18103739,N,Y,45.524942648477186,-122.55625055152284
MLS Listing,,Single Family Residential,Portland,OR,97216.0,359900.0,3.0,2.5,Portland Southeast,1522.0,,2018.0,2.0,236.0,,Active,,,RMLS,18521397,N,Y,45.49773455467295,-122.55199164532706
MLS Listing,,Single Family Residential,Portland,OR,97216.0,359900.0,3.0,2.5,Portland Southeast,1522.0,,2018.0,2.0,236.0,,Active,,,RMLS,18402129,N,Y,45.53191867257636,-122.51756762742363
MLS Listing,,Single Family Residential,Portland,OR,97230.0,359900.0,3.0,2.5,"Gresham, Sandy, Troutdale, Corbett",1867.0,7405.0,1979.0,55.0,193.0,,Active,,,RMLS,18472020,N,Y,45.512420050050046,-122.47737054994995
MLS Listing,,Single Family Residential,Portland,OR,97206.0,359900.0,3.0,1.0,BRENTWOOD / DARLINGTON,1392.0,6534.0,1961.0,14.0,259.0,,Active,,,RMLS,18370458,N,Y,45.481111509817545,-122.57488039018247
MLS Listing,,Single Family Residential,Portland,OR,97206.0,359900.0,2.0,1.0,CRESTON-KENILWORTH,988.0,4791.0,1950.0,1.0,364.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18550616,N,Y,45.514545485222754,-122.59033451477724
MLS Listing,,Single Family Residential,Portland,OR,97230.0,359900.0,3.0,2.0,Portland Northeast,2108.0,17859.0,1966.0,40.0,171.0,,Active,,,RMLS,18325277,N,Y,45.52444755601431,-122.50294964398569
MLS Listing,,Townhouse,Portland,OR,97229.0,359995.0,3.0,3.0,SPRINGVILLE COMMONS,1828.0,871.0,2000.0,69.0,197.0,219.0,Active,,,RMLS,18533595,N,Y,45.55586247495878,-122.85170352504124
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,360000.0,2.0,2.5,SOUTHWEST HILLS,1174.0,,1995.0,77.0,307.0,399.0,Active,,,RMLS,18178063,N,Y,45.53014033736012,-122.68158756263989
MLS Listing,,Condo/Co-op,Portland,OR,97205.0,360000.0,2.0,2.0,"Portland West, Raleigh Hills",967.0,,1972.0,71.0,372.0,451.0,Active,,,RMLS,18392596,N,Y,45.511195038858176,-122.70367916114182
MLS Listing,,Single Family Residential,Portland,OR,97206.0,360000.0,3.0,2.0,Brentwood,1954.0,6098.0,1910.0,7.0,184.0,,Active,September-23-2018 12:00 PM,September-23-2018 03:00 PM,RMLS,18185803,N,Y,45.48874351530216,-122.57610928469782
MLS Listing,,Single Family Residential,Milwaukie,OR,97267.0,360000.0,3.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1550.0,9147.0,1968.0,28.0,232.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18407920,N,Y,45.41794130482993,-122.62214459517006
