SALE TYPE,SOLD DATE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,Tigard,OR,97223,369900,2.0,1.0,METZGER,1440.0,13939.0,1945.0,114.0,257.0,,Active,,,RMLS,18296080,N,Y,45.459283110678236,-122.75131328932176
MLS Listing,,Single Family Residential,Tigard,OR,97224,487000,4.0,3.0,BULL MOUNTAIN/Meyers Farm,2580.0,4791.0,2001.0,121.0,189.0,,Active,September-23-2018 12:00 PM,September-23-2018 03:00 PM,RMLS,18565385,N,Y,45.43519845819574,-122.82099704180428
MLS Listing,,Single Family Residential,Tigard,OR,97224,989990,4.0,3.5,THE ESTATES AT RIVER TERRACE,3039.0,,2018.0,123.0,326.0,161.0,Active,,,RMLS,18553628,N,Y,45.43196121336385,-122.81295218663617
MLS Listing,,Single Family Residential,Lake Oswego,OR,97035,799000,5.0,3.0,WESTLAKE,3242.0,7840.0,1989.0,125.0,246.0,13.0,Active,,,RMLS,18407833,N,Y,45.45311648040111,-122.7129366195989
MLS Listing,,Single Family Residential,Tigard,OR,97224,574000,4.0,2.5,BULL MOUNTAIN,2257.0,28749.0,1967.0,126.0,254.0,,Active,,,RMLS,18579104,N,Y,45.41554508161611,-122.83256461838388
MLS Listing,,Single Family Residential,Portland,OR,97224,719900,6.0,2.5,Burgundy Ridge,2865.0,8712.0,2018.0,127.0,251.0,,Active,,,RMLS,18696259,N,Y,45.42753386569981,-122.8162558877422
MLS Listing,,Single Family Residential,Tigard,OR,97224,739000,4.0,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",3267.0,40946.0,1986.0,133.0,226.0,,Active,,,RMLS,18401657,N,Y,45.43395498607718,-122.82519841392282
MLS Listing,,Single Family Residential,Tigard,OR,97224,619500,5.0,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",4025.0,10890.0,1994.0,135.0,154.0,10.0,Active,,,RMLS,18659347,N,Y,45.43867122008503,-122.80632107991497
MLS Listing,,Single Family Residential,Tigard,OR,97223,697800,5.0,4.0,Oak Woods,3173.0,12196.0,2018.0,135.0,220.0,42.0,Active,,,RMLS,18207743,N,Y,45.445812743392445,-122.74885475660756
MLS Listing,,Single Family Residential,Tigard,OR,97223,699500,5.0,4.0,Oak Woods,3259.0,10890.0,2018.0,136.0,215.0,42.0,Active,,,RMLS,18189976,N,Y,45.46438006012978,-122.72947993987023
MLS Listing,,Single Family Residential,Tigard,OR,97224,679900,4.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",3684.0,42253.0,1976.0,139.0,185.0,21.0,Active,,,RMLS,18079762,N,Y,45.423828030355466,-122.81592686964451
MLS Listing,,Single Family Residential,Lake Oswego,OR,97035,725000,4.0,3.5,WESTLAKE,3650.0,6098.0,1990.0,139.0,199.0,,Active,,,RMLS,18049436,N,Y,45.45663895040944,-122.71406444959057
MLS Listing,,Single Family Residential,Tigard,OR,97224,599900,5.0,4.0,FRENCH PRAIRIE VINEYARDS,3602.0,6534.0,2008.0,139.0,167.0,,Active,,,RMLS,18317847,N,Y,45.416044393525695,-122.82613940647431
MLS Listing,,Single Family Residential,Tigard,OR,97224,475000,4.0,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",2409.0,4791.0,2002.0,143.0,197.0,,Active,,,RMLS,18630734,N,Y,45.417321581582875,-122.82323431841714
MLS Listing,,Single Family Residential,Portland,OR,97223,999950,9.0,6.5,"Portland West, Raleigh Hills",5034.0,16552.0,2005.0,153.0,199.0,,Active,,,RMLS,18478827,N,Y,45.47152004724506,-122.74061655275493
MLS Listing,,Vacant Land,Portland,OR,97219,135000,,,"Portland West, Raleigh Hills",,10890.0,,153.0,,,Active,,,RMLS,18003284,N,Y,45.45128496233517,-122.73851313766482
MLS Listing,,Vacant Land,Portland,OR,97223,219000,,,"Portland West, Raleigh Hills",,6969.0,,170.0,,,Active,,,RMLS,18137267,N,Y,45.47754303825952,-122.72720686174048
MLS Listing,,Single Family Residential,Tigard,OR,97224,999000,5.0,4.5,Pleasant View,4961.0,20908.0,1992.0,373.0,201.0,,Active,,,RMLS,17469739,N,Y,45.43338403780774,-122.81915856219226
For-Sale-by-Owner Listing,,Single Family Residential,Portland,OR,97219,595000,5.0,3.0,Portland,2918.0,10890.0,1971.0,7.0,204.0,,Active,,,Fizber.com,4979152,N,Y,45.483494460501,-122.72848883949901
For-Sale-by-Owner Listing,,Mobile/Manufactured Home,Portland,OR,97224,69950,2.0,2.0,Tigard,1500.0,,1976.0,44.0,47.0,,Active,,,Fizber.com,4974567,N,Y,45.418759731218714,-122.7759012687813
For-Sale-by-Owner Listing,,Single Family Residential,Portland,OR,97223,469000,3.0,2.0,Portland,1568.0,22000.0,1966.0,119.0,299.0,,Active,,,ForSaleByOwner.com,24177289,N,Y,45.48306293838195,-122.74224606161805
New Construction Home,,Single Family Residential,Tigard,OR,97224,550000,3.0,2.5,Madeline Heights,2567.0,,2018.0,114.0,214.0,,Active,,,NewHomeSource.com,1456193,N,Y,45.416070396122606,-122.80855830387739
New Construction Plan,,Single Family Residential,Tigard,OR,97224,696900,5.0,3.0,Madeline Heights,3422.0,,,,204.0,,Active,,,NewHomeSource.com,Plan-61483864,N,Y,45.43011998367517,-122.79478001632482
New Construction Plan,,Single Family Residential,Portland,OR,97224,899990,4.0,3.5,Polygon Estates at River Terrace,3039.0,,,,296.0,,Active,,,NewHomeSource.com,Plan-51506323,N,Y,45.40730345353838,-122.8343195464616
New Construction Plan,,Single Family Residential,Portland,OR,97224,839990,3.0,2.5,Polygon Estates at River Terrace,2734.0,,,,307.0,,Active,,,NewHomeSource.com,Plan-51506322,N,Y,45.41947233424829,-122.8221506657517
